CustomerID,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_sum,segment
12963,8,6,257.62,4,4,3,443,11,Champions
12965,89,1,102.10000000000001,2,1,2,212,5,At Risk
12966,10,1,42.5,4,1,1,411,6,Other
12968,112,1,24.95,2,1,1,211,4,At Risk
12970,7,3,72.78,4,3,2,432,9,Loyal
12971,15,39,2064.9900000000002,4,4,4,444,12,Champions
12974,198,1,47.5,1,1,1,111,3,At Risk
12976,212,1,203.68,1,1,3,113,5,At Risk
12977,156,1,0.65,1,1,1,111,3,At Risk
12980,188,5,2296.1400000000003,1,4,4,144,9,Other
12981,30,2,84.47999999999999,3,2,2,322,7,Other
12982,243,1,85.28999999999999,1,1,2,112,4,At Risk
12984,19,1,19.8,3,1,1,311,5,Other
12985,1,2,174.82,4,2,3,423,9,Potential
12987,74,2,45.4,2,2,1,221,5,At Risk
12988,292,1,102.42,1,1,2,112,4,At Risk
12989,3,6,976.8,4,4,4,444,12,Champions
12990,31,1,20.8,3,1,1,311,5,Other
12991,23,2,77.7,3,2,2,322,7,Other
12993,23,4,154.15,3,3,3,333,9,Potential
12994,4,3,212.45,4,3,3,433,10,Champions
12997,22,4,165.38,3,3,3,333,9,Potential
12999,205,2,21.9,1,2,1,121,4,At Risk
13000,260,1,22.68,1,1,1,111,3,At Risk
13001,4,10,2109.48,4,4,4,444,12,Champions
13002,318,1,24.95,1,1,1,111,3,At Risk
13004,12,16,1009.61,4,4,4,444,12,Champions
13005,174,2,92.85000000000001,1,2,2,122,5,At Risk
13006,56,1,77.01,2,1,2,212,5,At Risk
13008,323,1,46.92,1,1,1,111,3,At Risk
13012,9,6,418.92,4,4,4,444,12,Champions
13013,21,10,624.6,3,4,4,344,11,Champions
13014,11,8,680.6,4,4,4,444,12,Champions
13015,53,5,900.15,2,4,4,244,10,Champions
13016,73,2,184.10999999999999,2,2,3,223,7,At Risk
13018,16,23,1483.62,4,4,4,444,12,Champions
13021,4,7,540.8,4,4,4,444,12,Champions
13023,64,2,181.49,2,2,3,223,7,At Risk
13026,1,5,391.79999999999995,4,4,4,444,12,Champions
13027,114,2,768.0,2,2,4,224,8,At Risk
13028,23,2,160.2,3,2,3,323,8,Potential
13029,139,1,315.9,1,1,3,113,5,At Risk
13030,11,1,60.93,4,1,2,412,7,Other
13032,52,2,115.23,2,2,2,222,6,At Risk
13034,55,1,87.0,2,1,2,212,5,At Risk
13035,74,2,262.7,2,2,3,223,7,At Risk
13037,138,3,237.22,1,3,3,133,7,Other
13038,291,1,75.6,1,1,2,112,4,At Risk
13040,9,2,109.01,4,2,2,422,8,Other
13043,273,1,196.8,1,1,3,113,5,At Risk
13044,291,1,150.84,1,1,3,113,5,At Risk
13045,99,1,45.34,2,1,1,211,4,At Risk
13046,31,2,99.33,3,2,2,322,7,Other
13047,57,6,626.02,2,4,4,244,10,Champions
13048,14,4,479.40000000000003,4,3,4,434,11,Champions
13049,64,2,122.1,2,2,2,222,6,At Risk
13050,15,13,944.92,4,4,4,444,12,Champions
13052,212,1,72.6,1,1,2,112,4,At Risk
13055,78,2,191.64,2,2,3,223,7,At Risk
13058,25,3,59.0,3,3,1,331,7,Other
13060,254,1,62.39999999999999,1,1,2,112,4,At Risk
13061,72,1,62.1,2,1,2,212,5,At Risk
13062,191,1,32.4,1,1,1,111,3,At Risk
13064,13,4,152.28,4,3,3,433,10,Champions
13066,24,2,94.10000000000001,3,2,2,322,7,Other
13067,82,1,21.44,2,1,1,211,4,At Risk
13069,14,17,579.83,4,4,4,444,12,Champions
13070,192,1,41.6,1,1,1,111,3,At Risk
13072,267,1,29.700000000000003,1,1,1,111,3,At Risk
13075,130,1,136.79999999999998,2,1,3,213,6,At Risk
13077,1,2,75.79,4,2,2,422,8,Other
13078,3,19,1746.46,4,4,4,444,12,Champions
13080,179,1,19.68,1,1,1,111,3,At Risk
13081,12,8,5180.06,4,4,4,444,12,Champions
13082,157,5,216.8,1,4,3,143,8,Other
13083,4,2,136.0,4,2,3,423,9,Potential
13085,295,1,12.600000000000001,1,1,1,111,3,At Risk
13089,4,62,10153.29,4,4,4,444,12,Champions
13090,9,9,661.3199999999999,4,4,4,444,12,Champions
13091,28,1,105.41999999999999,3,1,2,312,6,Other
13092,71,4,70.32,2,3,2,232,7,Other
13093,276,5,830.28,1,4,4,144,9,Other
13094,130,2,152.64000000000001,2,2,3,223,7,At Risk
13095,71,1,9.36,2,1,1,211,4,At Risk
13097,33,9,1251.76,3,4,4,344,11,Champions
13098,1,25,4994.41,4,4,4,444,12,Champions
13101,234,1,25.5,1,1,1,111,3,At Risk
13102,1,20,1368.36,4,4,4,444,12,Champions
13104,3,3,142.2,4,3,3,433,10,Champions
13106,133,1,76.5,2,1,2,212,5,At Risk
13107,86,3,357.08,2,3,4,234,9,Other
13109,60,2,153.73,2,2,3,223,7,At Risk
13110,31,6,297.79,3,4,3,343,10,Champions
13113,1,20,2387.24,4,4,4,444,12,Champions
13115,12,4,503.76,4,3,4,434,11,Champions
13116,138,1,77.74,1,1,2,112,4,At Risk
13117,22,6,121.56,3,4,2,342,9,Other
13118,20,4,126.64,3,3,2,332,8,Other
13120,239,1,30.599999999999998,1,1,1,111,3,At Risk
13121,269,1,51.32,1,1,1,111,3,At Risk
13122,240,1,157.83,1,1,3,113,5,At Risk
13124,90,2,648.87,2,2,4,224,8,At Risk
13126,5,6,384.43,4,4,4,444,12,Champions
13127,78,1,68.7,2,1,2,212,5,At Risk
13131,23,3,213.5,3,3,3,333,9,Potential
13132,262,1,62.0,1,1,2,112,4,At Risk
13133,274,2,39.7,1,2,1,121,4,At Risk
13134,86,3,344.54,2,3,4,234,9,Other
13135,197,1,3096.0,1,1,4,114,6,At Risk
13136,56,5,556.96,2,4,4,244,10,Champions
13137,11,8,681.6899999999999,4,4,4,444,12,Champions
13138,22,5,114.02,3,4,2,342,9,Other
13139,16,7,1109.83,4,4,4,444,12,Champions
13140,108,2,78.56,2,2,2,222,6,At Risk
13141,85,5,480.93,2,4,4,244,10,Champions
13142,19,1,91.14,3,1,2,312,6,Other
13144,333,1,23.6,1,1,1,111,3,At Risk
13145,92,1,45.0,2,1,1,211,4,At Risk
13146,26,1,41.980000000000004,3,1,1,311,5,Other
13147,100,1,118.80000000000001,2,1,2,212,5,At Risk
13148,29,9,868.28,3,4,4,344,11,Champions
13149,14,4,309.8,4,3,3,433,10,Champions
13151,296,1,184.6,1,1,3,113,5,At Risk
13153,6,1,37.44,4,1,1,411,6,Other
13155,33,3,127.39999999999999,3,3,2,332,8,Other
13157,49,4,169.2,3,3,3,333,9,Potential
13158,95,4,226.27,2,3,3,233,8,Other
13159,9,4,360.2,4,3,4,434,11,Champions
13160,22,1,34.8,3,1,1,311,5,Other
13161,313,1,27.0,1,1,1,111,3,At Risk
13162,122,3,397.61,2,3,4,234,9,Other
13165,46,1,135.0,3,1,2,312,6,Other
13166,283,1,38.65,1,1,1,111,3,At Risk
13167,19,4,122.06,3,3,2,332,8,Other
13168,36,4,190.66,3,3,3,333,9,Potential
13169,252,1,23.4,1,1,1,111,3,At Risk
13170,27,1,32.6,3,1,1,311,5,Other
13171,49,2,46.94,3,2,1,321,6,Other
13173,4,1,14.600000000000001,4,1,1,411,6,Other
13174,16,2,244.97,4,2,3,423,9,Potential
13176,46,1,86.25,3,1,2,312,6,Other
13177,65,1,67.35,2,1,2,212,5,At Risk
13178,26,10,1079.16,3,4,4,344,11,Champions
13182,45,1,20.04,3,1,1,311,5,Other
13183,8,8,823.3000000000001,4,4,4,444,12,Champions
13184,15,9,263.42,4,4,3,443,11,Champions
13186,40,3,383.70000000000005,3,3,4,334,10,Champions
13187,337,1,69.6,1,1,2,112,4,At Risk
13189,19,2,64.2,3,2,2,322,7,Other
13192,95,2,233.56,2,2,3,223,7,At Risk
13193,61,1,40.45,2,1,1,211,4,At Risk
13194,136,1,9.0,1,1,1,111,3,At Risk
13196,11,4,336.48,4,3,4,434,11,Champions
13198,10,5,536.0,4,4,4,444,12,Champions
13199,4,20,2003.8400000000001,4,4,4,444,12,Champions
13200,19,4,133.15,3,3,2,332,8,Other
13203,10,4,158.56,4,3,3,433,10,Champions
13208,59,6,221.76999999999998,2,4,3,243,9,Other
13209,30,5,1052.79,3,4,4,344,11,Champions
13210,94,1,95.84,2,1,2,212,5,At Risk
13211,95,1,164.15,2,1,3,213,6,At Risk
13212,20,3,145.27,3,3,3,333,9,Potential
13213,57,4,294.8,2,3,3,233,8,Other
13216,268,1,92.5,1,1,2,112,4,At Risk
13220,220,1,19.69,1,1,1,111,3,At Risk
13221,240,1,91.58,1,1,2,112,4,At Risk
13223,200,2,115.80000000000001,1,2,2,122,5,At Risk
13224,60,2,578.07,2,2,4,224,8,At Risk
13225,3,3,1045.62,4,3,4,434,11,Champions
13226,273,1,8.4,1,1,1,111,3,At Risk
13228,81,1,179.0,2,1,3,213,6,At Risk
13229,226,1,36.75,1,1,1,111,3,At Risk
13230,4,12,597.53,4,4,4,444,12,Champions
13232,13,7,225.14000000000001,4,4,3,443,11,Champions
13233,74,2,131.76,2,2,2,222,6,At Risk
13235,212,1,185.15,1,1,3,113,5,At Risk
13236,24,2,233.62,3,2,3,323,8,Potential
13238,23,2,145.6,3,2,3,323,8,Potential
13239,262,1,109.83,1,1,2,112,4,At Risk
13240,96,3,89.69,2,3,2,232,7,Other
13242,112,1,20.8,2,1,1,211,4,At Risk
13243,203,1,142.89,1,1,3,113,5,At Risk
13244,93,1,17.9,2,1,1,211,4,At Risk
13245,51,1,61.3,2,1,2,212,5,At Risk
13246,18,6,905.29,4,4,4,444,12,Champions
13247,51,2,69.0,2,2,2,222,6,At Risk
13248,125,2,72.44,2,2,2,222,6,At Risk
13249,93,2,310.86,2,2,3,223,7,At Risk
13253,157,2,223.44,1,2,3,123,6,At Risk
13255,9,1,49.800000000000004,4,1,1,411,6,Other
13258,23,2,119.79,3,2,2,322,7,Other
13259,62,1,95.31,2,1,2,212,5,At Risk
13260,61,1,26.0,2,1,1,211,4,At Risk
13261,286,1,441.6,1,1,4,114,6,At Risk
13262,263,1,6.959999999999999,1,1,1,111,3,At Risk
13263,1,33,1467.11,4,4,4,444,12,Champions
13265,53,5,263.15999999999997,2,4,3,243,9,Other
13266,11,12,944.27,4,4,4,444,12,Champions
13267,3,14,915.29,4,4,4,444,12,Champions
13268,18,11,802.3,4,4,4,444,12,Champions
13269,1,11,1090.68,4,4,4,444,12,Champions
13271,37,1,64.17,3,1,2,312,6,Other
13272,90,1,60.45,2,1,2,212,5,At Risk
13273,113,1,14.05,2,1,1,211,4,At Risk
13276,64,2,160.6,2,2,3,223,7,At Risk
13277,116,1,25.0,2,1,1,211,4,At Risk
13278,41,1,82.53999999999999,3,1,2,312,6,Other
13280,122,3,130.21,2,3,2,232,7,Other
13282,18,3,309.20000000000005,4,3,3,433,10,Champions
13283,186,1,17.0,1,1,1,111,3,At Risk
13285,23,4,697.8100000000001,3,3,4,334,10,Champions
13291,156,1,36.0,1,1,1,111,3,At Risk
13292,39,2,86.9,3,2,2,322,7,Other
13294,190,2,151.7,1,2,3,123,6,At Risk
13296,137,1,15.0,1,1,1,111,3,At Risk
13297,8,2,525.18,4,2,4,424,10,Champions
13300,169,1,19.8,1,1,1,111,3,At Risk
13301,104,4,138.05,2,3,3,233,8,Other
13302,155,1,63.75,1,1,2,112,4,At Risk
13305,4,8,264.49,4,4,3,443,11,Champions
13308,23,2,143.56,3,2,3,323,8,Potential
13309,7,5,365.0,4,4,4,444,12,Champions
13310,28,3,243.12,3,3,3,333,9,Potential
13311,4,2,127.67999999999999,4,2,2,422,8,Other
13313,22,5,242.56,3,4,3,343,10,Champions
13314,2,3,133.71,4,3,2,432,9,Loyal
13316,37,4,1141.8600000000001,3,3,4,334,10,Champions
13317,66,4,312.51,2,3,3,233,8,Other
13318,37,1,42.96,3,1,1,311,5,Other
13319,5,20,1754.0,4,4,4,444,12,Champions
13320,78,4,259.0,2,3,3,233,8,Other
13321,86,1,130.84,2,1,2,212,5,At Risk
13322,17,1,89.49000000000001,4,1,2,412,7,Other
13323,3,2,270.5,4,2,3,423,9,Potential
13324,36,6,1043.46,3,4,4,344,11,Champions
13325,82,1,268.0,2,1,3,213,6,At Risk
13327,39,5,343.40000000000003,3,4,4,344,11,Champions
13328,316,1,357.0,1,1,4,114,6,At Risk
13329,32,1,110.28,3,1,2,312,6,Other
13330,93,3,251.0,2,3,3,233,8,Other
13332,14,1,80.2,4,1,2,412,7,Other
13334,82,3,687.3199999999999,2,3,4,234,9,Other
13336,77,1,105.68,2,1,2,212,5,At Risk
13338,158,1,166.4,1,1,3,113,5,At Risk
13339,201,1,192.0,1,1,3,113,5,At Risk
13340,45,7,2007.96,3,4,4,344,11,Champions
13341,261,1,248.75,1,1,3,113,5,At Risk
13343,178,1,94.3,1,1,2,112,4,At Risk
13344,68,3,379.3,2,3,4,234,9,Other
13345,288,1,102.25,1,1,2,112,4,At Risk
13347,70,1,168.6,2,1,3,213,6,At Risk
13348,64,1,10.2,2,1,1,211,4,At Risk
13349,11,1,41.68,4,1,1,411,6,Other
13350,16,2,124.4,4,2,2,422,8,Other
13351,66,1,67.44,2,1,2,212,5,At Risk
13352,60,1,111.05999999999999,2,1,2,212,5,At Risk
13354,71,1,108.54,2,1,2,212,5,At Risk
13355,122,1,125.0,2,1,2,212,5,At Risk
13356,80,1,226.70999999999998,2,1,3,213,6,At Risk
13357,257,1,115.99000000000001,1,1,2,112,4,At Risk
13358,269,1,64.74000000000001,1,1,2,112,4,At Risk
13359,64,1,42.60000000000001,2,1,1,211,4,At Risk
13362,9,4,690.9,4,3,4,434,11,Champions
13363,18,2,145.31,4,2,3,423,9,Potential
13364,71,1,17.4,2,1,1,211,4,At Risk
13365,34,2,544.64,3,2,4,324,9,Potential
13368,257,2,211.35000000000002,1,2,3,123,6,At Risk
13372,90,1,89.51,2,1,2,212,5,At Risk
13373,61,3,698.25,2,3,4,234,9,Other
13375,89,1,136.1,2,1,3,213,6,At Risk
13376,99,3,236.85000000000002,2,3,3,233,8,Other
13379,26,3,83.59,3,3,2,332,8,Other
13381,32,6,800.79,3,4,4,344,11,Champions
13382,281,1,62.7,1,1,2,112,4,At Risk
13384,31,7,896.95,3,4,4,344,11,Champions
13385,330,1,110.6,1,1,2,112,4,At Risk
13388,131,2,210.77,2,2,3,223,7,At Risk
13389,11,3,167.97,4,3,3,433,10,Champions
13394,2,8,665.89,4,4,4,444,12,Champions
13395,185,1,41.76,1,1,1,111,3,At Risk
13396,29,2,342.54,3,2,4,324,9,Potential
13397,73,4,362.8,2,3,4,234,9,Other
13398,192,1,103.42999999999999,1,1,2,112,4,At Risk
13402,127,1,123.50999999999999,2,1,2,212,5,At Risk
13403,18,1,15.0,4,1,1,411,6,Other
13404,213,1,41.6,1,1,1,111,3,At Risk
13405,204,2,113.99000000000001,1,2,2,122,5,At Risk
13408,2,35,5244.28,4,4,4,444,12,Champions
13410,75,3,125.84,2,3,2,232,7,Other
13411,107,1,94.65,2,1,2,212,5,At Risk
13414,134,2,168.45,2,2,3,223,7,At Risk
13416,44,2,59.400000000000006,3,2,2,322,7,Other
13417,5,2,222.1,4,2,3,423,9,Potential
13418,12,10,909.65,4,4,4,444,12,Champions
13419,64,1,14.399999999999999,2,1,1,211,4,At Risk
13420,171,1,10.5,1,1,1,111,3,At Risk
13421,40,2,389.92,3,2,4,324,9,Potential
13422,64,1,670.34,2,1,4,214,7,At Risk
13425,108,3,245.07,2,3,3,233,8,Other
13426,1,9,676.6,4,4,4,444,12,Champions
13427,19,3,148.04000000000002,3,3,3,333,9,Potential
13428,10,1,40.93,4,1,1,411,6,Other
13429,11,4,291.16,4,3,3,433,10,Champions
13430,19,2,76.56,3,2,2,322,7,Other
13431,67,2,228.42000000000002,2,2,3,223,7,At Risk
13435,5,7,759.0,4,4,4,444,12,Champions
13436,2,1,28.2,4,1,1,411,6,Other
13437,14,7,666.36,4,4,4,444,12,Champions
13439,255,1,83.85,1,1,2,112,4,At Risk
13441,92,1,10.2,2,1,1,211,4,At Risk
13447,23,3,175.69,3,3,3,333,9,Potential
13448,17,3,381.49,4,3,4,434,11,Champions
13449,24,1,41.650000000000006,3,1,1,311,5,Other
13450,27,6,411.06,3,4,4,344,11,Champions
13451,26,5,570.73,3,4,4,344,11,Champions
13452,259,2,590.0,1,2,4,124,7,At Risk
13453,166,2,111.58,1,2,2,122,5,At Risk
13455,25,1,73.8,3,1,2,312,6,Other
13456,18,5,314.09000000000003,4,4,3,443,11,Champions
13458,7,13,1482.6,4,4,4,444,12,Champions
13460,29,1,17.0,3,1,1,311,5,Other
13461,39,3,197.7,3,3,3,333,9,Potential
13462,253,1,37.8,1,1,1,111,3,At Risk
13464,58,1,84.9,2,1,2,212,5,At Risk
13466,184,1,78.39999999999999,1,1,2,112,4,At Risk
13467,11,2,242.27,4,2,3,423,9,Potential
13468,2,26,984.5699999999999,4,4,4,444,12,Champions
13470,99,2,49.5,2,2,1,221,5,At Risk
13471,1,4,693.96,4,3,4,434,11,Champions
13473,61,2,142.29000000000002,2,2,3,223,7,At Risk
13474,236,1,46.1,1,1,1,111,3,At Risk
13475,218,3,219.21,1,3,3,133,7,Other
13476,179,2,214.5,1,2,3,123,6,At Risk
13477,58,4,152.32,2,3,3,233,8,Other
13479,201,2,72.3,1,2,2,122,5,At Risk
13481,46,5,333.21,3,4,4,344,11,Champions
13482,232,1,52.980000000000004,1,1,1,111,3,At Risk
13483,66,1,59.7,2,1,2,212,5,At Risk
13484,241,1,63.6,1,1,2,112,4,At Risk
13485,233,1,73.3,1,1,2,112,4,At Risk
13486,78,3,217.46,2,3,3,233,8,Other
13487,58,2,80.85,2,2,2,222,6,At Risk
13488,17,11,1595.58,4,4,4,444,12,Champions
13489,105,3,142.07999999999998,2,3,3,233,8,Other
13491,52,8,156.93,2,4,3,243,9,Other
13494,312,1,70.80000000000001,1,1,2,112,4,At Risk
13495,8,3,249.0,4,3,3,433,10,Champions
13496,11,1,30.0,4,1,1,411,6,Other
13497,283,1,54.3,1,1,1,111,3,At Risk
13499,18,4,286.45,4,3,3,433,10,Champions
13500,23,3,189.5,3,3,3,333,9,Potential
13502,17,2,16.8,4,2,1,421,7,Other
13503,71,1,10.5,2,1,1,211,4,At Risk
13504,64,1,72.12,2,1,2,212,5,At Risk
13506,316,1,20.4,1,1,1,111,3,At Risk
13507,3,4,492.86,4,3,4,434,11,Champions
13508,244,1,27.630000000000003,1,1,1,111,3,At Risk
13509,9,4,121.22,4,3,2,432,9,Loyal
13510,1,4,329.32,4,3,4,434,11,Champions
13512,261,1,89.3,1,1,2,112,4,At Risk
13513,127,1,37.65,2,1,1,211,4,At Risk
13515,73,4,103.19999999999999,2,3,2,232,7,Other
13516,21,2,370.66,3,2,4,324,9,Potential
13517,60,3,450.99,2,3,4,234,9,Other
13518,86,1,121.4,2,1,2,212,5,At Risk
13519,78,1,11.9,2,1,1,211,4,At Risk
13521,1,3,263.28,4,3,3,433,10,Champions
13523,33,4,893.37,3,3,4,334,10,Champions
13524,41,3,53.78,3,3,1,331,7,Other
13525,15,1,23.9,4,1,1,411,6,Other
13527,34,6,538.83,3,4,4,344,11,Champions
13529,79,2,51.050000000000004,2,2,1,221,5,At Risk
13531,205,1,79.85,1,1,2,112,4,At Risk
13532,34,1,29.61,3,1,1,311,5,Other
13533,183,3,63.29,1,3,2,132,6,Other
13534,2,21,1149.2,4,4,4,444,12,Champions
13536,1,7,723.07,4,4,4,444,12,Champions
13538,43,4,283.65,3,3,3,333,9,Potential
13539,86,2,161.4,2,2,3,223,7,At Risk
13544,40,2,66.33,3,2,2,322,7,Other
13546,12,3,84.9,4,3,2,432,9,Loyal
13548,96,2,127.1,2,2,2,222,6,At Risk
13549,64,5,173.6,2,4,3,243,9,Other
13551,319,1,17.85,1,1,1,111,3,At Risk
13552,66,11,1059.26,2,4,4,244,10,Champions
13555,74,4,764.96,2,3,4,234,9,Other
13557,28,2,148.07999999999998,3,2,3,323,8,Potential
13558,6,4,181.15,4,3,3,433,10,Champions
13560,7,1,45.1,4,1,1,411,6,Other
13562,82,3,249.4,2,3,3,233,8,Other
13563,84,2,222.28,2,2,3,223,7,At Risk
13564,144,1,550.64,1,1,4,114,6,At Risk
13565,19,2,78.23,3,2,2,322,7,Other
13566,41,2,201.26000000000002,3,2,3,323,8,Potential
13568,173,1,19.45,1,1,1,111,3,At Risk
13569,17,1,55.1,4,1,1,411,6,Other
13570,243,1,55.910000000000004,1,1,1,111,3,At Risk
13571,13,12,511.3,4,4,4,444,12,Champions
13572,206,1,182.53,1,1,3,113,5,At Risk
13573,50,2,73.75,3,2,2,322,7,Other
13575,23,5,194.5,3,4,3,343,10,Champions
13576,10,13,1211.14,4,4,4,444,12,Champions
13577,25,4,439.85,3,3,4,334,10,Champions
13581,309,1,2.95,1,1,1,111,3,At Risk
13583,156,1,151.9,1,1,3,113,5,At Risk
13584,307,1,43.199999999999996,1,1,1,111,3,At Risk
13587,64,1,357.59999999999997,2,1,4,214,7,At Risk
13588,16,8,454.98,4,4,4,444,12,Champions
13589,15,1,67.35,4,1,2,412,7,Other
13590,11,6,373.43,4,4,4,444,12,Champions
13591,65,3,324.40000000000003,2,3,3,233,8,Other
13592,206,3,58.97,1,3,1,131,5,Other
13593,108,4,507.46999999999997,2,3,4,234,9,Other
13594,53,1,56.51,2,1,1,211,4,At Risk
13596,6,2,147.43,4,2,3,423,9,Potential
13598,47,1,15.65,3,1,1,311,5,Other
13599,1,15,1139.82,4,4,4,444,12,Champions
13600,312,1,48.57,1,1,1,111,3,At Risk
13601,45,2,134.25,3,2,2,322,7,Other
13602,65,1,101.1,2,1,2,212,5,At Risk
13603,26,1,62.19,3,1,2,312,6,Other
13606,29,2,25.32,3,2,1,321,6,Other
13607,40,1,179.72,3,1,3,313,7,Potential
13610,12,7,284.67,4,4,3,443,11,Champions
13611,89,2,219.8,2,2,3,223,7,At Risk
13614,24,3,327.68,3,3,3,333,9,Potential
13615,319,1,103.8,1,1,2,112,4,At Risk
13617,40,3,136.47,3,3,3,333,9,Potential
13618,174,1,38.26,1,1,1,111,3,At Risk
13621,117,1,32.4,2,1,1,211,4,At Risk
13623,31,5,183.05,3,4,3,343,10,Champions
13626,253,1,45.199999999999996,1,1,1,111,3,At Risk
13627,59,4,235.53,2,3,3,233,8,Other
13629,23,11,2480.76,3,4,4,344,11,Champions
13630,5,6,403.99,4,4,4,444,12,Champions
13631,206,1,100.0,1,1,2,112,4,At Risk
13632,25,5,363.81,3,4,4,344,11,Champions
13634,33,5,352.33,3,4,4,344,11,Champions
13635,68,1,243.23,2,1,3,213,6,At Risk
13636,37,4,185.0,3,3,3,333,9,Potential
13637,52,3,256.25,2,3,3,233,8,Other
13638,16,1,38.1,4,1,1,411,6,Other
13639,74,1,270.78000000000003,2,1,3,213,6,At Risk
13642,216,1,51.07,1,1,1,111,3,At Risk
13643,31,2,152.7,3,2,3,323,8,Potential
13644,16,4,639.34,4,3,4,434,11,Champions
